label	suggested	rule	category	left	right	stratum	mechanism	sim	evidence
different	different	differing-digits	Software	CVE-2020-0610	CVE-2020-3120	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-0610	CVE-2020-3760	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-0611	CVE-2020-3110	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-0611	CVE-2020-3118	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-0611	CVE-2020-3119	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-0611	CVE-2020-3191	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-0611	CVE-2020-3741	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3110	CVE-2020-3254	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3110	CVE-2020-3255	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3110	CVE-2020-3259	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3110	CVE-2020-3283	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3110	CVE-2020-3298	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3110	CVE-2020-3741	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3110	CVE-2020-3757	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3110	CVE-2020-3759	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3111	CVE-2020-3254	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3111	CVE-2020-3255	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3111	CVE-2020-3259	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3111	CVE-2020-3283	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3111	CVE-2020-3298	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3111	CVE-2020-3757	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3111	CVE-2020-3759	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3111	CVE-2020-3760	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3118	CVE-2020-3254	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3118	CVE-2020-3255	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3118	CVE-2020-3259	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3118	CVE-2020-3283	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3118	CVE-2020-3741	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3118	CVE-2020-3757	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3118	CVE-2020-3759	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3118	CVE-2020-3760	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3118	CVE-2020-7048	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3119	CVE-2020-3254	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3119	CVE-2020-3255	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3119	CVE-2020-3283	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3119	CVE-2020-3298	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3119	CVE-2020-3741	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3119	CVE-2020-3757	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3119	CVE-2020-3760	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3120	CVE-2020-3254	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3120	CVE-2020-3255	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3120	CVE-2020-3259	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3120	CVE-2020-3283	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3120	CVE-2020-3298	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3120	CVE-2020-3741	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3120	CVE-2020-3757	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3120	CVE-2020-3759	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3125	CVE-2020-3283	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3125	CVE-2020-3298	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3125	CVE-2020-3741	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3125	CVE-2020-3757	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3125	CVE-2020-3759	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3125	CVE-2020-3760	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3179	CVE-2020-3254	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3179	CVE-2020-3255	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3179	CVE-2020-3283	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3179	CVE-2020-3298	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3179	CVE-2020-3741	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3179	CVE-2020-3757	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3179	CVE-2020-3760	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3187	CVE-2020-3254	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3187	CVE-2020-3255	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3187	CVE-2020-3259	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3187	CVE-2020-3298	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3187	CVE-2020-3741	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3187	CVE-2020-3759	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3187	CVE-2020-3760	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3187	CVE-2020-7047	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3189	CVE-2020-3254	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3189	CVE-2020-3255	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3189	CVE-2020-3298	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3189	CVE-2020-3741	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3189	CVE-2020-3757	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3189	CVE-2020-3760	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3191	CVE-2020-3254	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3191	CVE-2020-3255	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3191	CVE-2020-3259	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3191	CVE-2020-3283	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3191	CVE-2020-3757	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3191	CVE-2020-3759	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3191	CVE-2020-3760	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3195	CVE-2020-3254	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3195	CVE-2020-3259	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3195	CVE-2020-3283	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3195	CVE-2020-3741	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3195	CVE-2020-3757	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3195	CVE-2020-3759	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3195	CVE-2020-3760	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3196	CVE-2020-3254	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3196	CVE-2020-3255	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3196	CVE-2020-3259	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3196	CVE-2020-3283	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3196	CVE-2020-3741	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3196	CVE-2020-3757	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3196	CVE-2020-3759	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3196	CVE-2020-3760	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3254	CVE-2020-3741	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3254	CVE-2020-3760	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3255	CVE-2020-3741	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3255	CVE-2020-3760	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3259	CVE-2020-3741	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3259	CVE-2020-3760	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3283	CVE-2020-3741	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3283	CVE-2020-3757	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3283	CVE-2020-3759	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3283	CVE-2020-3760	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3298	CVE-2020-3741	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3298	CVE-2020-3757	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3298	CVE-2020-3759	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3298	CVE-2020-3760	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3298	CVE-2020-7048	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3741	CVE-2020-7047	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3741	CVE-2020-7048	a	edit-similarity	0.7692	
different	different	differing-digits	Software	CVE-2020-3757	CVE-2020-7047	a	edit-similarity	0.7692	
	review	none	Software	Icloud.exe	Iclouding.exe	a	edit-similarity	0.7692	
different	different	differing-digits	Software	Microsoft Windows 7 for 32-bit Systems SP1	Microsoft Windows Server 2008 for 32-bit Systems SP2	a	edit-similarity	0.7692	
	review	none	Software	MicroBackdoor	microbackdoor.dll	a	edit-similarity	0.7647	
different	different	differing-digits	Software	Microsoft Windows Server 2008 R2 for Itanium-based Systems SP1	Microsoft Windows Server 2008 for 32-bit Systems SP2	a	edit-similarity	0.7581	
	review	none	Software	BZIP	GZIP	a	edit-similarity	0.75	
	review	none	Software	CCleaner.exe	CCleaner.rar	a	edit-similarity	0.75	
	review	none	Software	CCleaner.exe	CCleaner.zip	a	edit-similarity	0.75	
	review	none	Software	CCleaner.rar	CCleaner.zip	a	edit-similarity	0.75	
	review	none	Software	Chromium Browser	Iridium Browser	a	edit-similarity	0.75	
	review	one-sided-digits	Software	Cobalt Strike Beacon	shellcode.x64 (Cobalt Strike Beacon)	a	edit-similarity	0.75	
	review	one-sided-digits	Software	Cobalt Strike Beacon	shellcode.x86 (Cobalt Strike Beacon)	a	edit-similarity	0.75	
	review	one-sided-digits	Software	LightRope	LightRope_v2	a	edit-similarity	0.75	
	review	none	Software	Microsoft Access	Microsoft Excel	a	edit-similarity	0.75	
	review	none	Software	RDP Wrapper	TCP Wrappers	a	edit-similarity	0.75	
same	same	decorated-identifier	Software	Windows Script Host	Windows Script Host (wscript.exe)	a	edit-similarity	0.75	
	review	none	Software	c.js	e.js	a	edit-similarity	0.75	
	review	none	Software	c.js	q.js	a	edit-similarity	0.75	
	review	none	Software	e.js	q.js	a	edit-similarity	0.75	
	review	none	Software	ssh.exe	sysm.exe	a	edit-similarity	0.75	
	review	none	Software	Диверсанти filercs.rar	Диверсанти file‮‮rar.scr	a	edit-similarity	0.75	
	review	none	Software	MSDriverLoader.exe	MSDriverMonitor.exe	a	edit-similarity	0.7368	
	review	none	Software	Base-Update.exe	baseupd.exe	a	edit-similarity	0.7333	
	review	none	Software	Iridium Browser	Orbitum Browser	a	edit-similarity	0.7333	
	review	none	Software	base_update.exe	baseupd.exe	a	edit-similarity	0.7333	
	review	one-sided-digits	Software	Browser.dll	Browser.ps1	a	edit-similarity	0.7273	
	review	none	Software	Browser.dll	browser.hta	a	edit-similarity	0.7273	
	review	one-sided-digits	Software	Browser.ps1	Browsers	a	edit-similarity	0.7273	
	review	one-sided-digits	Software	Browser.ps1	browser.hta	a	edit-similarity	0.7273	
	review	none	Software	Cisco IOS	Cisco NX-OS	a	edit-similarity	0.7273	
	review	one-sided-digits	Software	CredoMap	CredoMap_v2	a	edit-similarity	0.7273	
	review	none	Software	ISPManager	LiteManager	a	edit-similarity	0.7273	
	review	none	Software	SPECTR.Fs	SPECTR.Info	a	edit-similarity	0.7273	
	review	none	Software	WhisperGate	WhisperPack	a	edit-similarity	0.7273	
	review	none	Software	MSCommonDriver.exe	MSCommondll.exe	a	edit-similarity	0.7222	
	review	none	Software	SmartAssembly	SmartAssembly .NET	a	edit-similarity	0.7222	
	review	none	Software	BankBot	DANABOT	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2017-0144	CVE-2017-11882	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2017-0144	CVE-2021-40444	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2017-0199	CVE-2017-11882	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2017-0199	CVE-2017-14491	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2017-0199	CVE-2017-17689	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2017-0199	CVE-2022-30190	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2017-11882	CVE-2017-14491	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2017-11882	CVE-2018-8132	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2017-14491	CVE-2017-17688	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2017-14491	CVE-2017-17689	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2017-14491	CVE-2017-8759	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2017-14491	CVE-2018-8141	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2017-17688	CVE-2017-8759	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2017-17688	CVE-2018-6882	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2017-17688	CVE-2018-7600	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2017-17688	CVE-2018-7602	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2017-17688	CVE-2019-0708	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2017-17689	CVE-2018-13379	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2017-17689	CVE-2018-7600	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2017-17689	CVE-2018-7602	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2017-17689	CVE-2019-0708	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-13379	CVE-2018-8127	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-13379	CVE-2018-8129	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-13379	CVE-2018-8132	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-13379	CVE-2018-8134	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-13379	CVE-2018-8136	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-13379	CVE-2018-8170	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-13379	CVE-2018-8174	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-13379	CVE-2018-8897	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-13379	CVE-2020-3179	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-20250	CVE-2018-7600	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-20250	CVE-2018-7602	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-20250	CVE-2018-8124	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-20250	CVE-2018-8127	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-20250	CVE-2018-8129	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-20250	CVE-2018-8170	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-20251	CVE-2018-7602	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-20251	CVE-2018-8120	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-20251	CVE-2018-8124	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-20251	CVE-2018-8127	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-20251	CVE-2018-8129	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-20251	CVE-2018-8141	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-20252	CVE-2018-6882	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-20252	CVE-2018-7602	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-20252	CVE-2018-8120	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-20252	CVE-2018-8124	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-20252	CVE-2018-8127	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-20252	CVE-2018-8129	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-20252	CVE-2018-8132	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-20253	CVE-2018-7602	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-20253	CVE-2018-8120	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-20253	CVE-2018-8124	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-20253	CVE-2018-8127	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-20253	CVE-2018-8129	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-7600	CVE-2019-17666	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-7602	CVE-2019-17666	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-8120	CVE-2021-31207	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-8127	CVE-2021-31207	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2018-8134	CVE-2022-23134	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2019-0708	CVE-2019-17666	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-0609	CVE-2020-12641	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-0610	CVE-2020-12641	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-0610	CVE-2020-35730	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-0610	CVE-2022-30190	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-0611	CVE-2022-23131	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-12641	CVE-2020-3111	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-12641	CVE-2020-3120	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-12641	CVE-2020-3125	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-12641	CVE-2020-3191	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-12641	CVE-2020-3196	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-12641	CVE-2020-3255	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-12641	CVE-2020-3259	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-12641	CVE-2020-3283	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-12641	CVE-2020-3298	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-12641	CVE-2020-3760	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-12641	CVE-2020-7047	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-12641	CVE-2020-7048	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3110	CVE-2022-21907	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3110	CVE-2022-23131	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3110	CVE-2022-23134	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3110	CVE-2023-43770	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3110	CVE-2024-38213	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3111	CVE-2020-35730	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3111	CVE-2021-31207	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3111	CVE-2022-23134	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3111	CVE-2022-30190	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3111	CVE-2023-38831	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3111	CVE-2024-38213	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3118	CVE-2020-35730	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3118	CVE-2021-31207	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3118	CVE-2021-32648	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3118	CVE-2022-23131	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3118	CVE-2022-23134	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3118	CVE-2022-30190	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3118	CVE-2024-38213	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3119	CVE-2020-35730	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3119	CVE-2021-31207	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3119	CVE-2022-23131	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3119	CVE-2022-23134	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3119	CVE-2024-38213	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3120	CVE-2021-34523	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3120	CVE-2022-21907	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3120	CVE-2022-23131	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3120	CVE-2022-23134	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3120	CVE-2023-43770	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3120	CVE-2024-38213	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3125	CVE-2020-35730	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3125	CVE-2021-34523	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3125	CVE-2022-23131	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3125	CVE-2022-23134	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3125	CVE-2022-30190	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3125	CVE-2024-38213	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3179	CVE-2021-31207	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3179	CVE-2021-34473	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3179	CVE-2022-23131	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3179	CVE-2022-23134	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3179	CVE-2022-30190	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3179	CVE-2023-43770	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3187	CVE-2020-35730	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3187	CVE-2021-26857	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3187	CVE-2021-34473	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3187	CVE-2022-21907	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3187	CVE-2022-23131	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3187	CVE-2022-23134	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3187	CVE-2022-30190	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3187	CVE-2023-38831	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3189	CVE-2020-35730	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3189	CVE-2021-31207	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3189	CVE-2022-23131	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3189	CVE-2022-23134	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3189	CVE-2022-30190	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3189	CVE-2023-38831	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3191	CVE-2020-35730	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3191	CVE-2021-31207	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3191	CVE-2022-21907	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3191	CVE-2022-23134	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3191	CVE-2023-38831	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3191	CVE-2024-23692	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3191	CVE-2024-38213	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3195	CVE-2020-35730	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3195	CVE-2021-31207	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3195	CVE-2022-21907	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3195	CVE-2022-23131	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3195	CVE-2022-23134	a	edit-similarity	0.7143	
